"","Commodity2","APMC","Year","maxfluctrel","maxfluct"
"2660","safflower","Sonpeth",2014,4.68,117
"2661","sunflower","Lohara",2016,3.44117647058824,117
"2662","maize","Achalpur",2015,8.6053412462908,116
"2663","sorgumjawar","Sillod-Bharadi",2016,8.48573518653987,116
"2664","bajri","Jalgaon",2016,8.41799709724238,116
"2665","safflower","Khamgaon",2015,5.61199806482825,116
"2666","mustard","Washim",2015,3.97668837847103,116
"2667","maize","Umarga",2015,10.3231597845601,115
"2668","bajri","Khamgaon",2016,10.1513802315227,115
"2669","bajri","Kada (Ashti)",2014,9.2,115
"2670","paddyunhusked","Kalvan",2016,8.21428571428571,115
"2671","wheathusked","Sillod",2014,8.20256776034237,115
"2672","maize","Pune",2015,8.12146892655367,115
"2673","sorgumjawar","Gangakhed",2014,7.93103448275862,115
"2674","wheathusked","Sakri",2014,8.99053627760252,114
"2675","sorgumjawar","Achalpur",2015,8.8785046728972,114
"2676","maize","Sillod",2014,12.5555555555556,113
"2677","wheathusked","Shirur",2015,8.13534917206623,113
"2678","bajri","Shahada",2016,8.09859154929578,113
"2679","wheathusked","Devala",2014,7.6714188730482,113
"2680","wheathusked","Bhokardan-Pimpalgaon Renu",2016,7.40983606557377,113
"2681","cotton","Hingoli",2016,2.54332658113887,113
"2682","bajri","Ghansawangi",2015,7.69230769230769,112
"2683","paddyunhusked","Navapur",2015,7.3490813648294,112
"2684","bajri","Akluj",2014,7.3394495412844,112
"2685","maize","Pune",2016,6.26398210290828,112
"2686","cotton","Amarawati",2015,2.58481421647819,112
"2687","sorgumjawar","Morshi",2014,8.13782991202346,111
"2688","cotton","Bhokar",2014,2.87937743190661,111
"2689","cotton","Ghatanji",2014,2.82658517952636,111
"2690","cotton","Shrigonda-Ghogargaon",2016,2.25747406955461,111
"2691","maize","Amarawati",2014,9.09090909090909,110
"2692","bajri","Taloda",2015,8.3969465648855,110
"2693","maize","Sindkhed Raja",2015,8.3969465648855,110
"2694","bajri","Parli-Vaijnath",2016,8.09418690213392,110
"2695","maize","Sangali",2016,6.54799745708837,110
"2696","paddyunhusked","Sindevahi",2016,5.74084199015856,110
"2697","sunflower","Washi(Osmanabad)",2015,3.80622837370242,110
"2698","sunflower","Chakur",2016,3.73895309313392,110
"2699","cotton","Partur",2014,3.16546762589928,110
"2700","sunflower","Tuljapur",2015,2.79187817258883,110
"2701","pigeon pea tur","Vani",2014,2.36508277789723,110
"2702","sorgumjawar","Varud-Rajura Bazar",2016,13.0208333333333,109
"2703","maize","Rahuri-Vambori",2014,9.96343692870201,109
"2704","maize","Shirur",2016,9.09849749582638,109
"2705","maize","Savner",2015,8.58267716535433,109
"2706","paddyunhusked","Murud",2016,7.49656121045392,109
"2707","wheathusked","Ashti (Jalna)",2016,6.70769230769231,109
"2708","paddyunhusked","Sindevahi",2015,6.66666666666667,109
"2709","paddyunhusked","Murbad",2015,6.05555555555556,109
"2710","sorgumjawar","Lohara",2016,5.97260273972603,109
"2711","cotton","Dharni",2016,2.85714285714286,109
"2712","cotton","Ralegaon",2014,2.83119658119658,109
"2713","sorgumjawar","Bhusaval",2015,9.36686903729401,108
"2714","paddyunhusked","Alibag",2016,7.42778541953232,108
"2715","sorgumjawar","Pandharpur",2016,5.747738158595,108
"2716","ricepaddyhus","Nandurbar",2016,3.27868852459016,108
"2717","cotton","Sailu",2014,2.6865671641791,108
"2718","maize","Latur-Murud",2016,8.41194968553459,107
"2719","sorgumjawar","Umari",2016,8.28685258964143,107
"2720","wheathusked","Bhokardan",2016,6.9888961463096,107
"2721","safflower","Umarga",2016,4.41601320676847,107
"2722","safflower","Kalamb (Os)",2015,4.13766434648105,107
"2723","safflower","Udgir",2016,4,107
"2724","sorgumjawar","Varud",2016,114.285714285714,106
"2725","maize","Vaduj",2015,8.33333333333333,106
"2726","paddyunhusked","Lakhandur",2014,6.32835820895522,106
"2727","paddyunhusked","Ghoti",2015,5.20628683693517,106
"2728","maize","Fulambri",2015,9.41828254847645,105
"2729","paddyunhusked","Washim",2015,7.77777777777778,105
"2730","wheathusked","Basmat",2015,7.56484149855908,105
"2731","wheathusked","Dharni",2016,7.20461095100865,105
"2732","paddyunhusked","Gondpimpri",2014,5.87905935050392,105
"2733","safflower","Mantha",2014,4.77272727272727,105
"2734","pigeon pea tur","Katol",2014,2.3961661341853,105
"2735","wheathusked","Shirur",2014,7.41797432239658,104
"2736","sorgumjawar","Ashti (Jalna)",2016,7.24233983286908,104
"2737","cotton","Mantha",2014,2.68942332557538,104
"2738","cotton","Wardha",2014,2.64968152866242,104
"2739","maize","Tuljapur",2014,10.4994903160041,103
"2740","sorgumjawar","Bhokardan",2016,8.24,103
"2741","paddyunhusked","Ramtek",2015,6.4214463840399,103
"2742","cotton","Arvi",2014,2.67379679144385,103
"2743","nigerseed","Umarga",2014,2.61820030503305,103
"2744","cotton","Sindi",2014,2.59642046886816,103
"2745","sorgumjawar","Washim-Ansing",2016,8.110300081103,102
"2746","paddyunhusked","Armori",2014,6.91994572591588,102
"2747","maize","Indapur (Nimgaon Ketki)",2015,6.81362725450902,102
"2748","maize","Rahata",2014,10.5759162303665,101
"2749","maize","Kalamb (Os)",2014,9.59164292497626,101
"2750","sorgumjawar","Purna",2014,9.05829596412556,101
"2751","wheathusked","Bhokardan",2015,6.51612903225806,101
"2752","safflower","Sonpeth",2016,3.86824971275373,101
"2753","cotton","Aurangabad",2014,2.56215119228818,101
"2754","safflower","Pune-Pimpri",2016,33.3333333333333,100
"2755","maize","Sillod-Bharadi",2015,10.5263157894737,100
"2756","sorgumjawar","Sillod-Bharadi",2015,10.5263157894737,100
"2757","maize","Navapur",2014,10,100
"2758","maize","Washim",2014,10,100
"2759","sorgumjawar","Jalgaon Jamod",2014,10,100
"2760","sorgumjawar","Shrirampur-Belapur",2015,10,100
"2761","maize","Shevgaon-Bodhegaon",2015,9.52380952380952,100
"2762","bajri","Balapur",2015,9.09090909090909,100
"2763","maize","Aurangabad",2015,9.09090909090909,100
"2764","maize","Dharni",2015,9.09090909090909,100
"2765","paddyunhusked","Washim",2014,9.09090909090909,100
"2766","sorgumjawar","Dharni",2015,9.09090909090909,100
"2767","bajri","Bhusaval",2015,8.69565217391304,100
"2768","paddyunhusked","Navapur",2014,8.33333333333333,100
"2769","wheathusked","Kada (Ashti)",2015,8.29187396351576,100
"2770","maize","Dharni",2016,8.13008130081301,100
"2771","sorgumjawar","Dharni",2016,8.03858520900322,100
"2772","sorgumjawar","Bhokardan-Pimpalgaon Renu",2015,8,100
"2773","bajri","Lohara",2016,7.8740157480315,100
"2774","bajri","Ahmedpur",2016,7.82472613458529,100
"2775","bajri","Mantha",2016,7.69230769230769,100
"2776","maize","Paranda",2016,7.69230769230769,100
"2777","paddyunhusked","Roha",2014,7.69230769230769,100
"2778","sorgumjawar","Akkalkuwa",2016,7.69230769230769,100
"2779","wheathusked","Dharni",2015,7.69230769230769,100
"2780","wheathusked","Sangrampur",2016,7.69230769230769,100
"2781","bajri","Sillod",2014,7.57575757575758,100
"2782","maize","Latur-Murud",2015,7.45156482861401,100
"2783","paddyunhusked","Devri",2016,7.40740740740741,100
"2784","wheathusked","Sillod-Bharadi",2015,7.40740740740741,100
"2785","paddyunhusked","Shirala",2014,7.35294117647059,100
"2786","maize","Shirala",2016,7.14285714285714,100
"2787","sorgumjawar","Navapur",2014,7.14285714285714,100
"2788","sorgumjawar","Tasgaon",2015,7.14285714285714,100
"2789","sorgumjawar","Umarkhed",2016,7.14285714285714,100
"2790","sorgumjawar","Umarkhed-Danki",2016,7.14285714285714,100
"2791","wheathusked","Chandur Rly.",2014,7.14285714285714,100
"2792","wheathusked","Fulambri",2015,7.14285714285714,100
"2793","wheathusked","Pavani",2014,7.14285714285714,100
"2794","bajri","Washim",2015,6.89655172413793,100
"2795","wheathusked","Bodwad-Varangaon",2016,6.89655172413793,100
"2796","bajri","Kurdwadi",2015,6.89179875947622,100
"2797","maize","Akkolkot",2015,6.66666666666667,100
"2798","sorgumjawar","Akhadabalapur",2014,6.66666666666667,100
"2799","wheathusked","Pavani",2016,6.66666666666667,100
"2800","wheathusked","Umarkhed-Danki",2016,6.66666666666667,100
"2801","sorgumjawar","Hadgaon",2014,5.99880023995201,100
"2802","wheathusked","Koregaon",2014,5.99880023995201,100
"2803","wheathusked","Tasgaon",2014,5.55555555555556,100
"2804","sorgumjawar","Devala",2016,5.35618639528656,100
"2805","safflower","Washim",2014,4.76190476190476,100
"2806","paddyunhusked","Gondpimpri",2016,4.62962962962963,100
"2807","mustard","Bhiwapur",2016,4,100
"2808","safflower","Udgir",2015,4,100
"2809","safflower","Washim",2015,4,100
"2810","paddyunhusked","Sindevahi",2014,3.87897595034911,100
"2811","sunflower","Loha",2015,3.44827586206897,100
"2812","mustard","Chikhali",2015,3.33333333333333,100
"2813","sunflower","Indapur",2014,3.33333333333333,100
"2814","mustard","Achalpur",2015,3.19182891797,100
"2815","sunflower","Lohara",2015,3.04136253041363,100
"2816","sunflower","Sillod-Bharadi",2015,3.03030303030303,100
"2817","wheatunhusked","Solapur",2016,2.85714285714286,100
"2818","cotton","Jamkhed",2015,2.63157894736842,100
"2819","cotton","Naigaon",2014,2.5974025974026,100
"2820","cotton","Chimur",2014,2.53807106598985,100
"2821","cotton","Jalgaon Jamod",2014,2.53164556962025,100
"2822","cotton","Jalgaon Jamod",2015,2.53164556962025,100
"2823","cotton","Jamkhed",2014,2.53164556962025,100
"2824","cotton","Tiwasa",2015,2.5,100
"2825","cotton","Dhule",2014,2.4390243902439,100
"2826","cotton","Navapur",2016,2.38095238095238,100
"2827","cotton","Basmat",2016,2.10526315789474,100
"2828","pigeon pea tur","Lakhandur",2015,1.63934426229508,100
"2829","pigeon pea tur","Dharni",2016,1.33333333333333,100
"2830","maize","Gangapur",2016,9.5837366892546,99
"2831","maize","Mangalwedha",2015,8.6918349429324,99
"2832","cotton","Nandura",2014,2.50569476082005,99
"2833","cotton","Parshiwani",2015,2.34652761317848,99
"2834","wheathusked","Mudkhed",2015,6.96517412935323,98
"2835","ricepaddyhus","Indapur",2016,6.95035460992908,98
"2836","bajri","Murum",2015,6.68029993183367,98
"2837","sorgumjawar","Nanded",2014,7.66798418972332,97
"2838","bajri","Pachora",2015,7.2172619047619,97
"2839","maize","Chandvad",2015,7.17455621301775,97
"2840","maize","Nira-Saswad",2015,6.48829431438127,97
"2841","sorgumjawar","Savner",2016,8.17021276595745,96
"2842","sorgumjawar","Achalpur",2014,6.78925035360679,96
"2843","paddyunhusked","Aamgaon",2015,6.5798492117889,96
"2844","sesamum","Washim",2016,2.13333333333333,96
"2845","paddyunhusked","Roha",2015,7.27969348659004,95
"2846","maize","Shirala",2014,7.25190839694656,95
"2847","bajri","Shirur",2014,7.03182827535159,95
"2848","bajri","Jalgaon",2014,7.01624815361891,95
"2849","maize","Mohol",2014,6.98016164584864,95
"2850","maize","Kej",2015,6.81981335247667,95
"2851","maize","Beed",2016,6.48021828103684,95
"2852","wheathusked","Jalna-Badnapur",2016,5.42857142857143,95
"2853","paddyunhusked","Brahmpuri",2014,4.93537015276146,95
"2854","pigeon pea tur","Raver",2014,2.49474789915966,95
"2855","maize","Khultabad",2014,11.0588235294118,94
"2856","maize","Jalgaon",2014,9.15287244401168,94
"2857","wheathusked","Rahuri",2014,6.51420651420651,94
"2858","paddyunhusked","Arjuni Morgaon",2014,4.91889063317635,94
"2859","sunflower","Parli-Vaijnath",2014,3.38738738738739,94
"2860","sorgumjawar","Tuljapur",2014,8.13648293963255,93
"2861","bajri","Sakri",2015,7.82442748091603,93
"2862","wheathusked","Wardha",2015,6.49441340782123,93
"2863","cotton","Babhulgaon",2015,2.21534063839924,93
"2864","bajri","Bhokardan",2016,7.1931196247068,92
"2865","maize","Sangali",2014,6.81481481481481,92
"2866","maize","Mehkar",2014,9.79547900968784,91
"2867","maize","Raver-Sawada",2016,6.98924731182796,91
"2868","wheathusked","Bhokardan-Pimpalgaon Renu",2015,5.90302178496135,91
"2869","mustard","Lasur Station",2015,2.52007754084741,91
"2870","maize","Lonar",2014,8.49056603773585,90
"2871","wheathusked","Udgir",2014,7.2,90
"2872","bajri","Bhokardan-Pimpalgaon Renu",2016,7.00389105058366,90
"2873","paddyunhusked","Mangaon(Bhadav)",2016,6.38297872340426,90
"2874","bajri","Ambejogai",2014,5.97609561752988,90
"2875","cotton","Ambad(Vadi Godri)",2014,2.28426395939086,90
"2876","maize","Navapur",2016,7.41666666666667,89
"2877","bajri","Bhokardan-Pimpalgaon Renu",2015,6.90457719162141,89
"2878","sorgumjawar","Wardha",2015,6.63189269746647,89
"2879","ricepaddyhus","Ahmedpur",2016,6.30758327427356,89
"2880","sorgumjawar","Aurad Shahajani",2015,5.94522378089512,89
"2881","cotton","Aheri",2015,2.28205128205128,89
"2882","sorgumjawar","Aheri",2015,8.21661998132586,88
"2883","bajri","Ahmedpur",2015,6.99523052464229,88
"2884","wheathusked","Nilanga",2014,6.28571428571429,88
"2885","wheathusked","Jalgaon",2014,6.26334519572954,88
"2886","sunflower","Kada",2016,3.35110434120335,88
"2887","wheatunhusked","Murum",2015,3.09205903021785,88
"2888","wheathusked","Wardha",2014,5.98349381017882,87
"2889","sorgumjawar","Navapur",2015,6.88,86
"2890","bajri","Lonar",2015,6.56488549618321,86
"2891","wheathusked","Parli-Vaijnath",2014,6.3049853372434,86
"2892","ricepaddyhus","Indapur-Bhigwan",2015,6.23188405797101,86
"2893","paddyunhusked","Goregaon",2016,6.17372577171572,86
"2894","sorgumjawar","Jalkot",2015,5.97222222222222,86
"2895","wheathusked","Dharangaon",2016,5.43272267845862,86
"2896","paddyunhusked","Pavani",2016,4.38496583143508,86
"2897","maize","Shevgaon-Bodhegaon",2014,8.85416666666667,85
"2898","maize","Soygaon",2016,6.4638783269962,85
"2899","maize","Akluj",2014,6.25,85
"2900","maize","Shrigonda",2015,6.02409638554217,85
"2901","sorgumjawar","Yeola",2014,4.95337995337995,85
"2902","maize","Tasgaon",2014,7.52014324082363,84
"2903","sorgumjawar","Pachora",2015,6.5166795965865,84
"2904","wheathusked","Mandhal",2015,5.91966173361522,84
"2905","safflower","Akola",2015,3.56234096692112,84
"2906","cotton","Khamgaon",2014,2.11800302571861,84
"2907","maize","Bhokardan-Pimpalgaon Renu",2016,6.38461538461538,83
"2908","maize","Achalpur",2014,6.30220197418375,83
"2909","sorgumjawar","Newasa",2016,5.06715506715507,83
"2910","maize","Dound",2014,7.08117443868739,82
"2911","sorgumjawar","Jalgaon-Masawat",2016,7.05679862306368,82
"2912","maize","Jalgaon",2015,6.76567656765677,82
"2913","maize","Pandharpur",2016,4.64326160815402,82
"2914","cotton","Jawala-Bajar",2014,2.06913954075196,82
"2915","bajri","Bhokardan",2015,6.34796238244514,81
"2916","paddyunhusked","Goregaon",2015,5.12333965844402,81
"2917","maize","Fulambri",2014,9.19540229885057,80
"2918","maize","Dhadgaon",2015,6.95652173913043,80
"2919","maize","Yawal",2014,6.62251655629139,80
"2920","maize","Tuljapur",2016,6.61157024793388,80
"2921","maize","Washi(Osmanabad)",2015,5.89970501474926,80
"2922","wheathusked","Lonar",2014,5.70613409415121,80
"2923","wheathusked","Nanded",2016,4.96277915632754,80
"2924","paddyunhusked","Arjuni Morgaon",2015,4.63659147869674,80
"2925","sunflower","Ambejogai",2015,2.55591054313099,80
"2926","cotton","Nandurbar",2014,1.97530864197531,80
"2927","bajri","Newasa",2014,5.79178885630498,79
"2928","maize","Rahuri-Vambori",2015,5.66308243727599,79
"2929","paddyunhusked","Lakhani",2016,3.65064695009242,79
"2930","wheathusked","Parbhani",2014,5.45836249125262,78
"2931","maize","Dudhani",2015,7.07720588235294,77
"2932","bajri","Sakri",2014,6.37945318972659,77
"2933","maize","Jamner",2015,5.81132075471698,77
"2934","wheathusked","Dhadgaon",2016,5.03267973856209,77
"2935","wheathusked","Shirur",2016,4.9645390070922,77
"2936","sunflower","Kalvan",2015,2.13888888888889,77
"2937","wheathusked","Ashti (Jalna)",2015,5.40925266903915,76
"2938","cotton","Sonpeth",2014,1.93828105075236,76
"2939","maize","Shevgaon",2015,7.30994152046784,75
"2940","maize","Shevgaon",2016,6.87442713107241,75
"2941","maize","Lonar",2016,6.51607298001738,75
"2942","maize","Ambejogai",2015,6.18301731244848,75
"2943","maize","Varud-Rajura Bazar",2014,5.76923076923077,75
"2944","wheathusked","Telhara",2014,5.51065393093314,75
"2945","maize","Koregaon",2016,5.35714285714286,75
"2946","wheathusked","Murum",2014,5.28913963328632,75
"2947","wheathusked","Akluj",2014,5.20833333333333,75
"2948","maize","Sangamner",2015,4.82625482625483,75
"2949","wheathusked","Parli-Vaijnath",2016,4.44839857651246,75
"2950","maize","Loha",2014,4.41176470588235,75
"2951","wheathusked","Pandharpur",2016,4.16435313714603,75
"2952","safflower","Jalna",2016,2.97029702970297,75
"2953","sunflower","Gevrai",2016,2.2294887039239,75
"2954","cotton","Aurangabad",2015,1.94805194805195,75
"2955","cotton","Daryapur",2014,1.875,75
"2956","cotton","Basmat",2015,1.78571428571429,75
"2957","pigeon pea tur","Hadgaon",2014,1.69491525423729,75
"2958","cotton","Babhulgaon",2016,1.63934426229508,75
"2959","cotton","Bhadrawati",2016,1.55795596177815,75
"2960","pigeon pea tur","Beed",2014,1.52377082486794,75
"2961","maize","Bhokardan-Pimpalgaon Renu",2015,5.46816479400749,73
"2962","sunflower","Ambejogai",2014,2.41322314049587,73
"2963","cotton","Chandur Rly.",2015,1.71522556390977,73
"2964","mustard","Shegaon",2014,2.60492040520984,72
"2965","wheathusked","Shevgaon-Bodhegaon",2014,4.92371705963939,71
"2966","safflower","Aurad Shahajani",2016,2.62962962962963,71
"2967","bajri","Vadvani",2016,4.375,70
"2968","ricepaddyhus","Raver",2016,4.02298850574713,70
"2969","wheathusked","Palghar(Bevur)",2014,3.68227248816412,70
"2970","cotton","Hadgaon",2014,1.71990171990172,70
"2971","cotton","Sonpeth",2015,1.63589623743865,70
"2972","wheathusked","Yeotmal",2014,5,69
"2973","paddyunhusked","Mahad",2016,4.89014883061658,69
"2974","cotton","Telhara",2014,1.78064516129032,69
"2975","cotton","Ashti (Wardha)",2016,1.6812865497076,69
"2976","maize","Shirur",2015,5.70948782535684,68
"2977","wheathusked","Hingoli",2016,3.09090909090909,68
"2978","maize","Shegaon",2015,6.71342685370741,67
"2979","maize","Bhokardan",2015,5.1028179741051,67
"2980","bajri","Shrigonda",2015,4.46666666666667,67
"2981","wheathusked","Ramtek",2016,3.82857142857143,67
"2982","safflower","Ahmedpur",2016,2.81040268456376,67
"2983","pigeon pea tur","Bhusaval",2016,1.05795041844308,67
"2984","maize","Savner",2014,6.61322645290581,66
"2985","sorgumjawar","Shrirampur-Belapur",2016,4.21186981493299,66
"2986","sorgumjawar","Lohara",2015,3.36391437308868,66
"2987","cotton","Savner",2016,1.49253731343284,66
"2988","maize","Karmala",2015,4.9618320610687,65
"2989","sorgumjawar","Nanded",2016,4.9618320610687,65
"2990","sorgumjawar","Rahuri",2014,4.16666666666667,65
"2991","maize","Katol",2016,5.42832909245123,64
"2992","wheathusked","Varora",2015,4.87433358720487,64
"2993","maize","Lonand",2015,4.50704225352113,64
"2994","cotton","Parbhani",2014,1.60682902334923,64
"2995","bajri","Ashti (Jalna)",2016,4.64601769911504,63
"2996","maize","Lonand",2014,4.5,63
"2997","sorgumjawar","Akhadabalapur",2016,4.3448275862069,63
"2998","safflower","Kalamb (Os)",2014,2.69807280513919,63
"2999","cotton","Jalgaon",2015,1.58490566037736,63
"3000","pigeon pea tur","Dondaicha-Sindkheda",2015,0.769418661455789,63
"3001","maize","Katol",2015,5.83254938852305,62
"3002","bajri","Parli-Vaijnath",2014,4.45722501797268,62
"3003","maize","Sangli-Miraj",2016,4.16386836803224,62
"3004","safflower","Ahmedpur",2015,2.63829787234043,62
"3005","sunflower","Rahuri-Vambori",2015,2.25290697674419,62
"3006","cotton","Gangapur",2015,1.59670357970641,62
"3007","pigeon pea tur","Tuljapur",2014,1.4148790506618,62
"3008","wheathusked","Ramtek",2015,4.24200278164117,61
"3009","bajri","Sailu",2015,4.02684563758389,60
"3010","bajri","Murum",2016,3.6101083032491,60
"3011","paddyunhusked","Ramtek",2016,3.39366515837104,60
"3012","bajri","Akkolkot",2014,4.30656934306569,59
"3013","sorgumjawar","Aurad Shahajani",2016,4.14035087719298,59
"3014","bajri","Ambejogai",2015,3.72005044136192,59
"3015","maize","Gevrai",2014,4.96575342465753,58
"3016","maize","Solapur",2016,3.87441549766199,58
"3017","safflower","Gevrai",2016,2.69266480965645,58
"3018","sorgumjawar","Sakri",2015,5.21023765996344,57
"3019","sorgumjawar","Katol",2016,4.77386934673367,57
"3020","wheathusked","Sailu",2014,3.76984126984127,57
"3021","wheathusked","Yeotmal",2016,3.45036319612591,57
"3022","wheathusked","Nanded",2014,3.74581939799331,56
"3023","ricepaddyhus","Ramtek",2015,4.19847328244275,55
"3024","wheathusked","Navapur",2015,3.82209867963864,55
"3025","ricepaddyhus","Lakhandur",2015,3.6813922356091,55
"3026","cotton","Savner",2014,1.38248847926267,54
"3027","maize","Shegaon",2016,4.43686006825939,52
"3028","maize","Lohara",2015,3.92307692307692,51
"3029","sunflower","Indapur",2016,1.88888888888889,51
"3030","mustard","Ausa",2014,1.54498636776734,51
"3031","sorgumjawar","Dhadgaon",2015,4.34782608695652,50
"3032","wheathusked","Pandharkawada",2014,4.29922613929493,50
"3033","bajri","Raver",2015,4.19815281276238,50
"3034","bajri","Sillod-Bharadi",2015,4.16666666666667,50
"3035","maize","Lasalgaon-Niphad",2015,4.01606425702811,50
"3036","maize","Ambejogai",2014,4,50
"3037","maize","Beed",2015,3.91849529780564,50
"3038","bajri","Newasa",2015,3.77928949357521,50
"3039","maize","Vaduj",2014,3.7037037037037,50
"3040","sorgumjawar","Sengaon",2015,3.7037037037037,50
"3041","paddyunhusked","Mahad",2015,3.57142857142857,50
"3042","sorgumjawar","Sillod",2014,3.57142857142857,50
"3043","bajri","Sailu",2016,3.33333333333333,50
"3044","paddyunhusked","Sadak Arjuni",2016,3.125,50
"3045","ricepaddyhus","Achalpur",2014,2.94117647058824,50
"3046","wheathusked","Akhadabalapur",2016,2.83607487237663,50
"3047","wheathusked","Akhadabalapur",2014,2.8169014084507,50
"3048","safflower","Ambejogai",2014,2.22222222222222,50
"3049","sunflower","Indapur",2015,1.96078431372549,50
"3050","wheatunhusked","Barshi",2014,1.91350937619594,50
"3051","sunflower","Murtizapur",2015,1.72354360565322,50
"3052","pigeon pea tur","Kalvan",2014,1.63934426229508,50
"3053","cotton","Umarkhed",2015,1.28205128205128,50
"3054","nigerseed","Kille Dharur",2015,1.25,50
"3055","cotton","Daryapur",2015,1.23823675086677,50
"3056","cotton","Newasa",2015,1.23456790123457,50
"3057","cotton","Naigaon",2016,1.04166666666667,50
"3058","sesamum","Sonpeth",2016,0.982704402515723,50
"3059","pigeon pea tur","Lakhandur",2016,0.768403258029814,50
"3060","pigeon pea tur","Dondaicha",2014,1.21497644433424,49
"3061","bajri","Shegaon",2016,3.77952755905512,48
"3062","wheathusked","Savner",2014,3.57941834451902,48
"3063","wheathusked","Pandharpur",2014,3.19573901464714,48
"3064","maize","Pandharpur",2014,4.27661510464058,47
"3065","paddyunhusked","Washim",2016,3.91666666666667,47
"3066","maize","Navapur",2015,3.5525321239607,47
"3067","wheathusked","Pulgaon",2015,3.53649360421369,47
"3068","paddyunhusked","Lakhandur",2016,2.78766310794781,47
"3069","cotton","Jalna",2015,1.1474609375,47
"3070","wheathusked","Sonpeth",2014,2.81345565749235,46
"3071","ricepaddyhus","Ramtek",2016,2.62707024557396,46
"3072","bajri","Kurdwadi",2016,3.60288230584468,45
"3073","paddyunhusked","Kalyan",2016,3.19148936170213,45
"3074","paddyunhusked","Palghar(Bevur)",2016,3.19148936170213,45
"3075","ricepaddyhus","Panvel",2016,3.19148936170213,45
"3076","maize","Akluj",2016,2.60869565217391,45
"3077","maize","Shirur",2014,3.61842105263158,44
"3078","wheathusked","Pulgaon",2016,3.01576422206991,44
"3079","sunflower","Mandhal",2016,1.15002613695766,44
"3080","cotton","Chandur Rly.",2016,0.962169254318828,44
"3081","sesamum","Digras",2015,0.660958389665014,44
"3082","wheathusked","Digras",2014,2.98818624044475,43
"3083","cotton","Mandhal",2015,1.10653628409676,43
"3084","maize","Murum",2015,2.9723991507431,42
"3085","ricepaddyhus","Barshi",2016,2.43478260869565,42
"3086","pigeon pea tur","Chandur Rly.",2014,0.884210526315789,42
"3087","bajri","Tuljapur",2016,3.36894001643385,41
"3088","wheathusked","Aurad Shahajani",2015,3.25396825396825,41
"3089","maize","Dondaicha-Sindkheda",2015,3.22327044025157,41
"3090","paddyunhusked","Pen",2015,3.01692420897719,41
"3091","maize","Kej",2014,3.01027900146843,41
"3092","cotton","Dhamangaon-Rly",2014,1.02015426723065,41
"3093","maize","Shegaon",2014,4.18848167539267,40
"3094","paddyunhusked","Pen",2014,2.94117647058824,40
"3095","paddyunhusked","Pen",2016,2.83687943262411,40
"3096","wheathusked","Sengaon",2015,2.44498777506112,40
"3097","cotton","Newasa",2014,0.987654320987654,40
"3098","paddyunhusked","Arjuni Morgaon",2016,2.25422667501565,39
"3099","paddyunhusked","Tuljapur",2014,4.90322580645161,38
"3100","maize","Bhusaval",2015,3.45454545454545,38
"3101","pigeon pea tur","Akluj",2015,0.873563218390805,38
"3102","sorgumjawar","Bhokardan-Pimpalgaon Renu",2014,3.06291390728477,37
"3103","ricepaddyhus","Pusad",2015,4.8,36
"3104","ricepaddyhus","Chalisgaon",2015,2.76923076923077,36
"3105","wheathusked","Chandur Rly.",2016,2.47083047357584,36
"3106","sunflower","Parli-Vaijnath",2015,1.04651162790698,36
"3107","bajri","Sailu",2014,2.25806451612903,35
"3108","cotton","Karanja",2014,0.870430241233524,35
"3109","bajri","Rahuri",2014,2.51665433012583,34
"3110","ricepaddyhus","Indapur-Bhigwan",2014,2.37928621413576,34
"3111","wheathusked","Dondaicha-Sindkheda",2015,2.29885057471264,34
"3112","sunflower","Barshi",2014,1.0852218321098,34
"3113","wheathusked","Katol",2014,2.11780277961615,32
"3114","sunflower","Karanja",2015,1.09514031485284,32
"3115","maize","Rahuri",2014,2.36641221374046,31
"3116","maize","Akkalkuwa",2016,2.33609645817634,31
"3117","sorgumjawar","Daryapur",2016,2.21904080171797,31
"3118","maize","Pusad",2014,2.43704305442729,30
"3119","wheathusked","Akkolkot",2014,2.06753962784287,30
"3120","maize","Ahmednagar",2014,2.06327372764787,30
"3121","safflower","Jintur-Bori",2015,1.19000396667989,30
"3122","sunflower","Barshi-Vairag",2014,1.01694915254237,30
"3123","cotton","Chandrapur",2015,0.746268656716418,30
"3124","paddyunhusked","Tuljapur",2015,3.01075268817204,28
"3125","sorgumjawar","Sakri",2016,2.56645279560037,28
"3126","bajri","Jalgaon-Masawat",2016,2.32158211521926,28
"3127","wheathusked","Lakhandur",2015,2.01005025125628,28
"3128","cotton","Basmat",2014,0.7,28
"3129","ricepaddyhus","Sironcha",2016,1.36363636363636,27
"3130","sorgumjawar","Murum",2014,1.33465150766189,27
"3131","safflower","Jintur",2015,1.26829268292683,26
"3132","nigerseed","Kille Dharur",2016,0.565340291367689,26
"3133","sorgumjawar","Bhokardan",2014,2.08333333333333,25
"3134","maize","Akole",2014,1.81818181818182,25
"3135","maize","Newasa",2015,1.80766449746927,25
"3136","wheathusked","Chandur Rly.",2015,1.69952413324269,25
"3137","ricepaddyhus","Ahmedpur",2014,1.63826998689384,25
"3138","sorgumjawar","Rahuri",2015,1.42857142857143,25
"3139","safflower","Lohara",2016,1.00806451612903,25
"3140","safflower","Mantha",2015,1,25
"3141","mustard","Lakhandur",2016,0.941619585687382,25
